Species,Call type,Latitude,Pond Name,State,Water Temperature (C),Avg. duration (s),Avg. pulse rate (pulses/s),Avg. call rate (calls/min),Avg. dominant frequency (Hz),Call effort (s calling/ min),Mass (g),Distance nearest calling male (m),Total males
SB,Slow,33.045126,Harvest Moon,New Mexico,20.1,0.621,57.218,42.549,1218.171,26.419,19.09,1.219,50
SB,Slow,33.045126,Harvest Moon,New Mexico,20.1,0.651,57.653,40.742,1468.886,26.509,11.13,4.572,50
SB,Slow,33.045126,Harvest Moon,New Mexico,20.1,0.592,60.246,45.851,1281.229,27.159,22.26,,50
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.194,203.476,71.012,1636.514,13.8,14.21,,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.197,203.966,58.844,1599.643,11.607,14.64,1.219,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.153,231.234,63.926,1799.586,9.781,14.03,1.219,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.192,195.65,82.019,1535.043,15.768,14.33,0.076,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.192,187.198,,1441.2,,,0.076,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.203,209.721,61.676,1536.557,12.494,,0.05,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.149,217.888,70.83,1411.971,10.542,12.06,0.05,12
SB,Fast,32.085243,Cattle Guard,New Mexico,21,0.171,206.58,79.671,1528.857,13.637,13.17,0.05,12
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.152,204.306,77.401,1528.886,11.752,,0.61,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.168,215.322,78.452,1501.171,13.2,16.76,,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.119,237.666,84.559,1365.843,10.07,,,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.152,222.836,86.542,1316.614,13.118,,0.914,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.148,223.774,69.764,1301.229,10.308,16.57,1.219,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.164,213.114,89.642,1584.243,14.731,16.13,2.438,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.147,228.622,90.752,1298.171,13.31,13.34,3.048,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.166,178.686,83.367,1602.7,13.869,21.6,,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.137,222.107,81.316,1258.186,11.113,17.41,1.829,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.162,215.866,59.901,1488.871,9.704,13.89,0.61,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.141,227.881,74.264,1501.2,10.465,13.68,0.61,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.169,224.502,80.951,1535,13.708,19.71,,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.15,201.426,89.059,1550.4,13.329,16.57,,75
SB,Fast,32.117675,Heavy Truck Traffic,New Mexico,21.3,0.182,225.78,77.936,1498.086,14.217,,,75
SB,Fast,32.180151,Freak Out,New Mexico,21.1,0.159,191.305,69.753,1476.571,11.062,14.15,,40
SB,Fast,32.180151,Freak Out,New Mexico,21.1,0.15,184.301,61.679,1655,9.262,9.47,,40
SB,Fast,32.180151,Freak Out,New Mexico,21.1,0.166,197.035,87.094,1605.757,14.479,14.26,,40
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.107,224.062,89.956,1513.471,9.648,11.27,3.048,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.141,258.826,89.794,1455.043,12.631,,0.914,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.136,242.537,100.982,1590.386,13.776,14.05,,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.144,230.847,101.623,1618.071,14.617,16.26,,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.118,237.86,98.941,1728.829,11.691,14.65,,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.114,224.709,102.599,1295.071,11.662,,,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.139,212.989,67.559,1621.171,9.379,10.24,0.305,30
SB,Fast,31.980972,Banana Split,New Mexico,21.9,0.141,189.661,71.176,1510.4,10.024,12.92,0.305,30
SB,Fast,32.371593,Mash-up,New Mexico,23,0.141,217.143,95.597,1430.414,13.447,,4.572,8
SB,Fast,32.371593,Mash-up,New Mexico,23,0.17,207.061,115.321,1384.286,19.547,19.78,4.572,8
SB,Fast,32.371593,Mash-up,New Mexico,23,0.181,183.18,93.007,1439.629,16.865,11.81,6.096,8
SB,Fast,32.371593,Mash-up,New Mexico,23,0.148,244.387,83.902,1341.229,12.383,21.97,4.572,8
SB,Fast,32.371593,Mash-up,New Mexico,23,0.186,191.602,82.237,1661.143,15.323,15.49,,8
SB,Fast,32.371593,Mash-up,New Mexico,23,0.181,183.18,92.238,1648.829,16.726,,,8
